,word,expected_information,expected_nb_words
4719,nuser,6.763946687169852,75.40464783652784
3618,ksier,6.763079101012453,75.45000718234243
6444,spaer,6.762362283293251,75.48750460128633
5663,rodes,6.7598166533068476,75.62081960223328
479,basen,6.759766421689125,75.62345260652323
4272,masen,6.759634919955788,75.6303460026026
3101,ister,6.75933776871434,75.64592515493321
5484,raket,6.758371200274832,75.6966229534764
4706,notes,6.758121983637271,75.7097002059795
6628,stuer,6.756612146814472,75.78897484505337
353,asien,6.755997475994457,75.8212721742904
346,arves,6.755137607602257,75.86647628632636
6565,stien,6.754657040851371,75.89175188369465
7127,trane,6.754341162355517,75.90837022391601
151,aksel,6.751468972502189,76.059642956181
4830,okset,6.7513489559644855,76.0659705544958
6687,sulte,6.751241276900522,76.07164813565545
5609,rides,6.748438567234583,76.21957543074939
3964,lisen,6.748321394693672,76.22576606962231
6816,såret,6.747468732634647,76.27083036056264
5511,rapse,6.746236853874169,76.33598379781569
4444,moset,6.7437679494405645,76.46673048925393
5533,raves,6.7432790788799215,76.49264633892096
149,aknes,6.742479763978705,76.53503828663835
5081,pates,6.740551537430658,76.63739918343954
7018,tiers,6.74022729860529,76.65462500880267
5007,osten,6.738998165493644,76.71996028913864
4440,morse,6.737364208617961,76.80690043787499
7072,toers,6.736514976682442,76.85212557021424
6341,snart,6.735595442073091,76.90112464003676
3567,krast,6.734758970106363,76.94572470082257
241,aners,6.733599553182451,77.00758672297253
210,altre,6.73283210533092,77.04856213853853
2226,ganes,6.728444892256634,77.28322222995956
463,baret,6.7280938820313265,77.30202766062499
3286,karte,6.726938163434721,77.3639778178546
5523,raspe,6.726425912254378,77.39145197160666
6962,tavse,6.725884241708481,77.42051462140232
7226,tunes,6.724696778415078,77.48426465996603
3359,kiste,6.723233450989545,77.56289692039165
2205,gales,6.72271042289948,77.59102131755574
5479,raget,6.722557795443351,77.59923036126779
3962,liret,6.721791081547224,77.64048108918503
6363,snore,6.717735567643894,77.85904081244065
3549,koste,6.714014516661959,78.06011685299427
4988,orkes,6.712052550634335,78.16634545839766
6125,skreg,6.710089955636097,78.27275275017543
6370,snuer,6.709370349881949,78.31180436634591
3655,kures,6.705240296369223,78.53631150442992
6453,spare,6.704266172652479,78.58935800109815
3809,lages,6.703398446062653,78.63664075031022
5585,rents,6.700930141000434,78.77129523356408
7318,tæres,6.700840323139578,78.77619945051575
6107,skoet,6.7001904171076,78.81169458922086
1752,faste,6.6993098905226605,78.85981076897846
207,alter,6.698979382094033,78.87787891028538
6885,tabes,6.697050334285001,78.98341817370193
2325,gires,6.695902641586762,79.04627605824082
357,asken,6.695876731911189,79.04769568033751
3017,iltes,6.695722254290922,79.05616022298146
5950,senat,6.692608319851772,79.22698049951653
3950,lines,6.692516575825861,79.23201887080327
5901,satme,6.692084273154255,79.25576425344028
14,adles,6.69208422696597,79.25576679083578
7274,tyres,6.691431717092979,79.29162112292086
200,aloes,6.69072779251359,79.33031879531838
191,alkes,6.690433017911918,79.34652939535219
4981,orets,6.689274999823675,79.41024459531862
3915,lidse,6.688706439575104,79.44154601725045
3981,lodse,6.688162567760296,79.47149979235469
5875,samen,6.687763794600753,79.49346942586406
2439,grise,6.686781224911723,79.54762811889623
6681,sulen,6.686312210954552,79.57349291494569
4828,okser,6.685931282293062,79.59450624444399
5860,salep,6.685562674443301,79.6148451985246
4245,manes,6.68453991557824,79.67130595833073
4696,noret,6.684175331734514,79.6914422592592
1414,dures,6.68250116759918,79.78397324591201
3600,kruse,6.678075648981085,80.02908919509389
5283,poset,6.677768339257471,80.04613807662116
447,banes,6.676769101974637,80.10159871744735
2625,haser,6.67596193907758,80.14642671415316
1721,false,6.673430193331117,80.28719694921661
138,agtes,6.673003412204143,80.31095119256378
2615,hares,6.672416181746631,80.34364738595472
7653,valse,6.672080885023062,80.36232222134875
4063,lusen,6.671757427776797,80.3803417534589
6010,sikre,6.670976413075632,80.42386808621366
7355,tøser,6.6707784203441145,80.43490606275397
6959,taves,6.669159539580814,80.52521455075464
6002,siger,6.669038010286999,80.53199809431383
181,alges,6.668293694931747,80.57355688960064
1185,dater,6.668118965856146,80.5833159830304
4228,males,6.667483930922371,80.61879436443279
4603,nages,6.666368884052703,80.68112803839094
6675,suget,6.666099632680616,80.6961870294279
4684,noles,6.665801460013873,80.71286684272667
258,ankes,6.6651469538574375,80.74949208338465
6294,smert,6.664959916921128,80.759961459267
7015,tides,6.66155676994519,80.95068952101292
5275,porse,6.661488880232668,80.95449895280125
6529,stage,6.660077705879912,81.03372345978723
5887,sange,6.65854963177826,81.11959825009782
6670,suder,6.658083322247517,81.14582205665282
7136,treks,6.657923956649952,81.1547862287977
4442,moser,6.657012906212744,81.20605101541197
6866,sølet,6.655316313719851,81.30160455545013
1314,dosen,6.654647023437922,81.33933047542025
1181,daske,6.654582171434202,81.3429869218459
5339,psiet,6.653226144113135,81.41947929498433
4492,muset,6.653087246096835,81.42731847669383
89,afset,6.651461790290802,81.51911271841973
5617,riges,6.651055982678776,81.54204599853831
6726,svare,6.649072705691562,81.65421916644833
842,brise,6.648127592664025,81.70772856902859
6790,synet,6.647769622293159,81.72800490885356
4437,mores,6.6474352146437345,81.74695114281113
3553,kotes,6.646962746895404,81.77372681044635
5952,sendt,6.645509420218427,81.85614465708184
931,buset,6.645329703531854,81.86634212153874
7210,tudse,6.644833810114158,81.89448664063616
5836,sabel,6.6441147326794265,81.93531519686604
6403,soire,6.644090794029098,81.9366747614847
6872,søren,6.643497202180931,81.97039425725353
7690,vasen,6.642595090725079,82.02166604625096
1647,erots,6.642091518470205,82.05030068041327
6627,stuen,6.64204479782604,82.05295786357769
6843,sæter,6.640314933777699,82.15140250277581
7212,tuers,6.639792213059314,82.18117318841794
1159,dalet,6.639566879107359,82.19401003491497
663,biser,6.637262063422713,82.32542619899182
5864,salme,6.637192013151643,82.32942361928286
1267,disen,6.637057022659565,82.33712740217007
1856,fiset,6.636508808151059,82.3684209075781
1748,fasen,6.636059969955232,82.39405061024
4095,lyset,6.6359073020714785,82.40277011822103
6395,soden,6.635733028531176,82.41272474443706
6797,syren,6.635435627749944,82.42971526179346
3060,irske,6.63470057568279,82.4717238421353
1354,drues,6.63388722252383,82.51823231921558
4062,luret,6.633700908159204,82.52888968226003
7680,varet,6.633214340360767,82.55672832544853
1904,flest,6.632643644462739,82.58939226678645
5704,rudes,6.631949303947634,82.62915047021934
6906,talen,6.6312244128560565,82.67067843264174
5907,saven,6.63066064790227,82.7029901391324
5539,reals,6.6300342480119205,82.73890652525856
7129,trans,6.628541964928827,82.82453359537378
3920,liers,6.627902684787258,82.86124253998393
3984,loers,6.627772336257084,82.8687294508098
8091,ærtes,6.627618141904567,82.8775868826233
792,bores,6.627084414430048,82.90825325848674
3358,kisen,6.626125622284145,82.9633710762789
4338,mestr,6.624758503345466,83.04202564233825
6933,tapes,6.6240820620815954,83.08097096499459
836,bries,6.623436708199722,83.11814349240012
175,alert,6.621444177356306,83.23301869450914
7044,tiske,6.62062158743961,83.28048968643571
3357,kisel,6.620346971806993,83.29634355749162
1566,elans,6.61965044999064,83.33656808614744
3541,koret,6.618595289364403,83.39754121434017
5990,siden,6.61828149037226,83.41568289359712
5758,ryste,6.617446131698912,83.46399677143262
5312,prise,6.616457466654577,83.52121344894447
4051,lunes,6.61213745908045,83.77168427777035
3820,lames,6.60972163053896,83.9120795506664
8101,æslet,6.609101397619782,83.94816217491652
6443,spaen,6.60903810170227,83.95184534589983
174,alens,6.608727027555866,83.96994900854457
3833,lapse,6.607290285941913,84.05361410007444
4391,miste,6.606353975645094,84.10818267203878
3801,ladet,6.603451261846901,84.27757935536957
5845,sagde,6.603290414955621,84.28697603447289
6336,snage,6.602868190448395,84.311647385024
5555,redts,6.602776083139709,84.31703034303915
4744,nyset,6.602023386488324,84.36103250794291
4610,nalre,6.601507304595041,84.39121559456186
5827,røsen,6.601181068036625,84.41030113380525
6006,sigte,6.600957638791797,84.42337471469094
129,agnes,6.600367709707553,84.45790314009585
6571,stile,6.599567568146286,84.50475782526614
7966,ytres,6.597755703838111,84.61095306110867
6490,spred,6.597601546288613,84.6199945520056
8074,ænset,6.597397309489494,84.63197472779214
2011,forse,6.5972203408948635,84.64235676961857
6011,silde,6.5955560557583945,84.74005607294366
1738,faret,6.595134885916781,84.76479807663974
5666,roens,6.594118912623844,84.82451208337235
5281,poser,6.593025360236713,84.88883282313526
6156,skuet,6.592894410255373,84.8965383293368
821,brast,6.592647241762168,84.91108440212177
5338,psier,6.591670440797683,84.96859434809352
3590,kroet,6.591366246807436,84.98651196765148
6060,skade,6.590314877118322,85.04846879563142
7144,trien,6.588290832786492,85.16787218785126
6590,stole,6.58815122475623,85.17611418900619
3374,klare,6.587879939100396,85.19213228709086
8106,ætser,6.587769794229367,85.19863666560803
1154,dages,6.5875319150954414,85.21268582241662
6673,suger,6.585133101442789,85.35448944787812
5733,ruske,6.584689654959995,85.38072920384121
6439,sovet,6.584258961958611,85.40622202872538
1301,dones,6.5827197855655495,85.49738848122558
5271,pores,6.581573329301625,85.56535708869426
6405,solde,6.581274715911106,85.58306949856404
7573,urets,6.580331663396258,85.63903123072652
6040,sivet,6.579974781774338,85.66021850594248
1160,dalre,6.579837675941516,85.66835957065123
7578,urlet,6.57880015246854,85.72999068426653
301,arden,6.578539175827693,85.74550023279092
87,afser,6.57658560090374,85.86168814473913
5488,rakte,6.575513001988502,85.92554737651099
7157,troen,6.57535149866578,85.93516689955128
2189,gades,6.5737095135576284,86.03302860199207
4977,ordet,6.5735524893153325,86.04239302479321
7078,toges,6.572924655012925,86.07984523770727
7666,vanes,6.572530452938454,86.10336891314155
4996,ormes,6.572337765958297,86.11486968473001
7301,tåres,6.569919581269409,86.25933284149674
2629,haste,6.569434365914138,86.28834894731199
4153,læres,6.568652919080708,86.33510035378073
6680,sukre,6.568405899017443,86.34988402408274
4486,mures,6.568243948110518,86.35957784473162
3860,leans,6.566699225781224,86.45209428640317
2455,gruse,6.565653562772299,86.51477733666039
206,alten,6.565369684090752,86.53180249907493
7131,trask,6.560941248697906,86.79782491969972
7596,usket,6.560408875176428,86.82986037368586
6833,sæler,6.5602032127680046,86.84223922756945
5708,ruges,6.559638516372495,86.87623747168647
2252,gears,6.559611724386639,86.87785084698218
6894,tager,6.559423152193812,86.88920724393716
5664,rodet,6.5590169861466885,86.91367285389666
4490,muser,6.558919812309805,86.91952718850679
5913,savne,6.5586472501251825,86.93595007317994
4091,lyres,6.5572330158412075,87.02121277838604
347,arvet,6.557230993808976,87.02133474443943
4657,niers,6.555428620045238,87.13011933231942
5644,riten,6.5547488216837815,87.17118474647901
2044,frise,6.554521121501244,87.18494403764696
1406,dunse,6.55436061021268,87.19464459516205
159,akter,6.554322665126132,87.19693797786114
4008,lorte,6.553833799135273,87.22649019742639
5465,raden,6.553495104438625,87.2469703522227
3527,kones,6.5530550894989865,87.27358431031979
3253,kaner,6.552912656112444,87.28220102103153
5521,raskt,6.55225901955206,87.32175460782562
929,buser,6.552248144948203,87.32241281558358
4159,læser,6.551894883249914,87.34379740484158
1729,fanes,6.551590673009199,87.36221687567757
5871,salve,6.551140084751199,87.38950645238126
6126,skrev,6.55029840247463,87.4405052129948
5625,rimes,6.550103506272373,87.45231850205664
1170,daner,6.549613710345426,87.48201366289322
2359,glose,6.549420646444372,87.49372143792552
6788,syner,6.548188428096134,87.56848250681264
7208,tudes,6.5480974671233385,87.57400381605575
172,aldre,6.547684426820995,87.59907964317432
6864,søler,6.547584398171901,87.6051534987893
6022,sinde,6.545668422400627,87.72157509349435
3219,kages,6.545659680809493,87.72210661848375
6233,slide,6.545641774793279,87.72319538857491
5842,safte,6.544735901366452,87.77829439641631
2102,fuset,6.544370193942238,87.80054805503983
924,bures,6.544147684571051,87.81409073095627
1513,døset,6.543762188595473,87.83755826964997
6421,sonde,6.543707471649339,87.84088973884582
236,andet,6.542204463232801,87.9324505949318
1854,fiser,6.541914954829002,87.9500979404444
2449,grues,6.540925763648864,88.01042205007077
3912,lides,6.539939709907283,88.07059600748975
7445,udset,6.5398172127798375,88.07807427056262
5534,ravet,6.539398659515536,88.1036311018009
6017,silke,6.539256309645883,88.11232466405859
8174,ørles,6.539082673540677,88.12293009428882
6220,slant,6.538920303850129,88.13284854392421
5878,samle,6.538676735494689,88.1477291559342
3856,laves,6.538654831782361,88.14906746867807
1848,fires,6.538103649165345,88.1827513136359
4188,løser,6.53800936237784,88.18851465224832
4030,luers,6.537804514257855,88.20103741937582
3338,kiles,6.536920331543026,88.25510964734373
6021,simre,6.536532124935284,88.2788609085268
2591,halse,6.536041925126312,88.3088614507346
7092,toner,6.535730131003397,88.32794875523678
3656,kuret,6.535518964449916,88.34087821925226
427,bakse,6.535380851250606,88.3493357414682
7824,vores,6.5353683650845,88.35010038626417
1157,daler,6.533597448312958,88.45861725061451
4827,oksen,6.53273610538105,88.51144612449264
7354,tøsen,6.532159357313833,88.54683753384478
4202,mades,6.53213252120908,88.54848464168192
8177,ørnes,6.532021203505201,88.55531726673716
5181,piste,6.530977932103783,88.61937837449862
3573,kreds,6.530560148914606,88.64504495457598
7232,turen,6.53053030191555,88.64687889443633
4773,næser,6.530328134720586,88.65930199570369
4767,næres,6.529213654822305,88.72781764302238
6391,sober,6.529123036390379,88.7333909818058
4093,lyser,6.527204887206959,88.8514457854197
4677,nodes,6.52702613040736,88.86245558558963
7102,torne,6.526240260950973,88.91087421275425
1285,doers,6.526086593050431,88.92034501195602
2042,fries,6.525703543934835,88.94395733520487
6523,stabe,6.52549681628786,88.95670326690087
4276,maske,6.524978019612287,88.98869806796235
1206,deist,6.524917376757065,88.9924387352565
2206,galet,6.524642583290908,89.00939094560798
6545,stave,6.5246210480932785,89.01071960417893
4989,orket,6.52209465443938,89.16672840927535
6001,sigel,6.5213826643743795,89.21074429004176
1999,fores,6.521207006399856,89.2216069687384
6154,skuer,6.520772593666088,89.2484767070276
